id,about,keywords,Label
5569a6ba7369642531937000,"YOUR TRUST OUR BEST ASSETS

We advise independently and personalized on investments in first -class financial entities, our way of offering the financial advice service goes first to understand and know each of our clients well, so we focus on two typologies family groups with a heritagehigher than 3mm of euros and religious entities

The basic pillars on which our way of understanding financial and patrimonial advice is supported are

THE TEAM
A team of financial advisors formed by leading and differential personnel we have all worked in different financial entities so we know them perfectly from within to be able to extract the best performance from them

THE MODEL
We have designed models of a heritage government based on the needs of the investor
A solid macroeconomic vision based on our knowledge as advisors and on the relationship with the most prestigious analysis houses
Once the environment is understood, we analyze how the economic situation can affect the different markets we define what type of assets are attractive and which are not at all times
When we define the assets in which we want to invest we analyze and select for you with absolute independence within the entire offer the best products for each market and type of asset
We apply all this model to our deep knowledge of each client

Focalization
Knowing our clients in depth is basic to understand them and offer them the best financial advice solutions

INDEPENDENCE
To have its own and differential vision of the economy to work with any financial entity of both private banking and investment to choose those assets management products or equipment that we consider the best",Real Estate Advice Advice to Religious Institutions Financial Advice Patrimonial Consulting Patrimonial Advice,0
5d09ac8180f93e3aced2109c,"WeAreINNOVA
We are a specialized manufacturer in endofline packaging solutions We offer you everything you need for the protection and safety of your loads From automatic strapping systems stretch wrapping shrink wrapping holding accessories converyor solutions to the most innovative Stretch Hood technology 

WeAreSTRETCHHOOD
We are the specialist leader in the Spanish market for the innovative Stretch Hood pallet wrapping system the most sustainable packaging solution Stretch Hood provides total load protection and savings in consumables and energy compared to other similar solutions

WeAreINNOVATION
Technological innovation is one of the primary components of our DNA and the driving force behind our company We innovate products and services by developing new engineering solutions and researching new trends in different industry sectors

WeAreSUSTAINABLE
We think of your future we think in green Because sustainability and performance are not incompatible That is why we work for sustainable development of highefficiency technologies that reduce CO2 emissions and lead to lower energy consumption  
We also offer ongoing ecoconsultation recommending that our clients choose consumables that are biodegradable

WeAreSUPPORTOne of our premises is to offer local specialized technical support Our support and customer service teams work sidebyside with our clients We anticipate your needs with a full support and preventive maintenance program

WeAreYOURPARTNERAt Innova our clients are much more than a business relationship We Are Your Partner Not only we will accompanyh your during your projectwe want to forge a longterm alliance with you to improve your competitiveness

Innova Maquinaria is all this and much more

WeAreInnova
Want to join us",stretch hood endofline packaging automation pallet packaging industrial packaging packaging machinery industry 40 wrapping systems pallet wrapping logistics packaging machinery shrink wrap strapping systems endofline packaging solutions,1
5f72f67a42bcea00be624aa5,"gt We transport multimodal service tanks of chemical and food   
gt Handled ouryour tanks   
gt Renting of 20Tanks",Transports ADR ISO TANKS,0
56e3ac24f3e5bb5c130025de,"Perfumeses was founded in 1989 since then the company has continued to grow over the years thanks to the humility effort and work of a united team

Perfumeses is a chain of perfumeries in the Canary Islands has the best brands in fragrances Treatment and makeup We are looking for ideas to offer our customers the best beauty selection

The company differs by good treatment with the client and its great promotions for perfumes the first thing is the client",Fashion perfumery cosmetica makeup aloe vera,0
5da4f5ff101d5b0001b18eb3,"Diteknor is a distribution company of construction materials specialized in technical advice to installer and professional in the sector

 We have a technical department formed by a team of engineers with a long experience in carrying out all types of studies and technical support in the areas of isolation compliance with regulations Search for Solutionsetc

Dry tab of removable ceilings plate",ACUPTIONAL AISLMATING AISCNICO CONSTRUCTION FACHADA YESOS ROOF PASTAS PASTAS FIRE PROTECTION FIRE REFORMS PASSIVE PROTECTION ADVANCEMENT DRIE TECHNICAL ADVICE TECHNICAL ADVICE PLATE TOOLS CONSTRUCTION MATERIALS DISENDABLE CEILING,0
63bb663aba94ca0001c4ee9d,"100 Montaditos is the symbol of Grupo Restolia Restolia Multinational Spanish leader in the organized catering sector


𝗜𝗟 𝗖𝗢𝗡𝗖𝗘𝗣𝗧 𝗖𝗢𝗡𝗖𝗘𝗣𝗧

100 MontaDitos is characterized by the variety and quality of its products by combining entertainment and gastronomía in an original concept based on a vast range of Montaditos and other typical Spanish products at very competitive prices based on a casual food 100 Montaditos model, it invites the customer to participateThrough personalized orders and the show cooking


𝗜𝗟 𝗣𝗥𝗢𝗗𝗢𝗧𝗧𝗢 𝗣𝗥𝗢𝗗𝗢𝗧𝗧𝗢

The restaurant specializes in the Montaditos Buts of Bread with a patented recipe filled with traditional simple and quality traditional ingredients The 100 varieties are undoubtedly one of the secrets of our success that attracts young families and Seniors


𝗟𝗔𝗠𝗕𝗜𝗘𝗡𝗧𝗘

100 MontaDitos was founded in 2000 in Andalusia in southern Spain, each of our local lambient rooms and the decoration of the traditional taverns of the early twentieth century giving the unmistakable unmistakable brand a classic but renewed style that still maintains artisan laces despite being a franchiseOrdering the mountains leaving their name to be called to the microphone is a novelty introduced by 100m and today it is now part of the consumption experience of the brand


𝗜 𝗥𝗜𝗖𝗢𝗡𝗢𝗦𝗖𝗜𝗠𝗘𝗡𝗧𝗜 𝗜𝗡 𝗜𝗧𝗔𝗟𝗜𝗔

ASSO of the 2016 franchising prize in the hospitality category
Award of the Signa dellanotno Italy2017 in the fast catering category
ASSO of the 2017 franchising prize in the category let's put at the table
The Nannno Italy 20172018 sign in the fast catering category
ASSO OF THE 2017 FRANCHISING Award

100 Montaditos has over 50 rooms in Italy and over 600 points of sale worldwide


You want to open your 100 Montaditos
Write to Franchising100montaditization",Spanish catering franchise franchise franchise,0
54a11fd269702d8aa15df501,"11870 It is a telephone information service in addition to an agenda of guide recommendations and trends in gastronomy and restoration businesses have the opportunity to register to promote themselves and achieve a good position on the platform and users can call us to request informationTelefónica on organizations or people also have the possibility of leaving their opinions and valuations as well as uploading photos and videos in the profile of the companies


From our website we report on the news in Restoration Services or Leisure you can also be up to date on everything that happens in Madrid with our Explore Madrid


From our telephone information service we offer personalized attention and information during the 365 days of the year 24 hours a day",Restaurants Hotels Nightlife Shopping Local Business Opiniones TENDENCIAS AGENDACIONAL AGE RECOMMENDATIONS,0
54a11cee69702d9d7e77e000,"1953 Pere Icart creates the Picart company in Sant Pere de Vilamajor in the middle of the Montseny Natural Park at 50 km from Barcelona, very soon, Teresa Closa is incorporated and together they work tirelessly to grow their project in its beginnings Picart Fabrica Food Animal AnimalFor the farms of the region

2000 In the 80s, their children Joan and Jordi are incorporated. Knowing how to make the ICART family the versatility of the factory's productive capacity The quality of the ingredients and the love they feel for animals lead them to manufacture natural foods for dogs andCats at the beginning of the 21st century begins international expansion that leads them to be present in more than 20 countries

2023 On the 70th anniversary of its Picart Foundation, it proposes to inaugurate a new manufacturing plant that will double the productive capacity complying with quality standards efficiency and respect for the environment and designed to maintain naturalness proximity and strict quality control of itsanimal feed brands


 Picart does not test your products with animals your health and well -being is what guides us
 Fruit of continued work and the effort of all these years Picart is today a company with strong local roots that successfully follow its expansion in Europe being already present in more than 20 countries

Know our products

 PICART SELECT SUPERMIUM RANGE
 Nutribest Premium range
 Megabone Standard range
 Picart Professional range for breeders",High quality food production for high quality food production for cats,1
556db0e4736964122f956a01,"20 years of experience and endless works carried out our experience in the manufacture of concrete
 
 
   We have three manufacturing floors in the province of Toledo and one in the province of Cáceres as well as mobile plants to mount on works of all kinds we have a wide fleet of vehicles for optimal supply",MANUFACTURE AND SUPPLY OF CONCRET,0
5da4506a988bdd0001ae94e3,"25 years have passed since our family created their biggest Disiclin project in Galicia since then all our efforts have been aimed at caring and enhancing the dreams of families that like ours with so much care have developed their projects

And we do this while we develop and market all kinds of cleaning products

Our objetive

Become part of the home of our families accompanying them in their path of life and helping them in each of the stages for this we rely on innovation and avant -garde pillars that direct us and allow us to walk next to the families that trust us

New consumption customs New family concepts",Innovation Investigation Product Development,0
5ed2c560a835d600010e6bcf,"50 years of experience Formation and tradition linked to a great human team give us unlimited productive possibilities which allows us to offer the market the most innovative ideas with a great value for money

We are specialists in a wide range of printing techniques Flexography offset both flat and semi -tractative Gofrado and Stamping screengraph

Our predimpression team is equipped with the highest technology which allows us to create incredible sensory effects on any type of support

The great flexibility and productive capacity of our machinery is able to assume any type of project regardless of the size and qualities necessary for our client",Stamping Labels Wines Typography Self -adhesive labels Offset Advice in design techniques of impression offset plain Wofrad,0
615c20bd6ff44c00012c514c,"A CAVA WITH ITS OWN NAME

Agustí Torelló Mata who is son of tailors and musicians was born in Sant Sadurní dAnoia in 1935 He started working at the age of 14 and at the age of 18 he opened the first wine analysis laboratory in Sant Sadurní In 1960 he married Carmen Sibill Cardús beginning a life that will always revolve around cava and that will consolidate him as one of the best winemakers in the country

A man dedicated to Cava in 1955 he made his first 500 bottles of cava while he advised and directed important companies in the sector for years In 1978 he produced his masterpiece KRIPTA recognized as one of the great sparkling wines in the world

With an annual production of 500000 bottles of cava and 150000 of wine AGUSTI TORELLÓ MATA is present in more than 30 countries

Under the current direction of his 2 children Àlex who is the winemaker technical and viticulture director and Gemma who is the lawyer and administrator of the company they are a benchmark in Cava family businesses

Born with the honesty of the humble we project ourselves to the world with the seal of a family WITH SOUL",sparkling wine parellada VI ESCUMOS VI KRIPTA Macabeu Exponious wine xarello wine quarry wine,0
5b147166a6da9870efd4209c,"A centuryold company that works day to day as the first one

In 1910 the first generation of pastry chefs Jean Cobarsi began his activity in a confectionery workshop in Ceret French Catalonia Its specialties included almond paste nougat pralines candied fruit and longlasting nougats

Years later Cobarsi transferred his Confiserie Roussillonaise as it was called to Santa Coloma Girona Here he expands his range of products and begins to manufacture pastry in bulk Hand in hand with Juan Cubarsí son of Cobarsi and who would be the second generation of pastry chefs in the family they moved to Sant Feliu de Guíxols Girona The range of products continues to grow and they begin to expand the business to the surroundings of the province

Cubarsí Jr begins the construction of a factory in the center of Girona expands the business to the rest of Spain and begins to make a name for itself among the small manufacturers and merchants of sweets and snacks

In 1995 with his son Joan Cubarsí the third generation they constitute a new and modern manufacturing plant and Cubarsí grandson expanded sales to Europe at first and to the rest of the world afterwards until exporting nowadays to more than 40 countries throughout the world

In 2011 the good export climate experienced by the company without ever forgetting the national market led to the acquisition of an 8500m2 warehouse 15 km far from Girona in the town of Bonmatí With a longterm relocation forecast the preparation of the plant begins to adapt it to the needs of a modern industrial pastry factory until 2015 when the desired relocation is carried out

Currently we hope to continue with the good work and with the great human and professional team that is making possible one of the great longings of the Cubarsí family",MUFFINS FAMILY CASTA CAKE CAKE YOGUR ROSCOS RED VELVET CACAO ROSCO BIZCOCOS PROMOTIONAL PRODUCTS,0
60b2d614c6f9610001151825,"A company with a long tradition in the saffron business
Involved in all steps of its own process from the field to final packaging
Saffron packed  for the most demanding distributors with the highest quality standards and great efficiency
We provide to customers a refined experience resulting from the most selected saffron packed in a very attractive way

C Monóvar 13
03660 Novelda Alicante
Maps httpsbitly3sA7FqX",save,1
54a11e0e69702d77c2eb5d01,"A global firm focused on technology and innovation with twodimensional approaches consulting and investment The company has 90 seasoned professionals covering Europe the Americas and MENA and is listed on the Madrid Stock Exchange

Sign up for our newsletter eepurlcomgMMbOj",finance technology fin tech venture capital finance corporate finance consulting private equity fund of funds advisory,0
54a11e0e69702d77c2eb5d01,"A global firm focused on technology and innovation with twodimensional approaches consulting and investment The company has 90 seasoned professionals covering Europe the Americas and MENA and is listed on the Madrid Stock Exchange

Sign up for our newsletter eepurlcomgMMbOj",finance technology fin tech venture capital finance corporate finance consulting private equity fund of funds advisory,0
5d0a5fff80f93e367b9869db,"Throughout the years Ibercompound has managed to position itself at the forefront of the automotive sector next to large companies of professional laundering equipment in the sector and national and international multinational companies being its consolidation in the manufacturing market of solid and consistent chemical products

Thanks to our experience, we contribute to the sector an exhaustive knowledge of all washing processes Different Washing brands Application Application systems Contribution and discharged treatments Analysis Environmental advice and product range

The design of all products manufactured by Ibercompound has been developed with assessment parameters for environmental protection and our philosophy is based on the use of raw materials of natural origin",Conditioning Vehicle New Washing High Pressure Industrial Washing Antifreeze Windshield Water Conditioners Water Manufacture of Chemical Products Manual Washing Maintenance of Facilities Automatic Washing Technical Assistance,0
54a1d35c7468694012f55214,"AAMPG is a group founded in 1987 that offers exclusive global assembly and management services to private clients and also has an area dedicated to serving institutional

In July 2014, Aampg Banca Privada obtained the bank license of the Bank of Spain and to establish the New Bank made a capital increase of 20 million euros that subscribe their bankers and main executives

Assets under management as of December 31, 2021 amount to 12629 million EUR

AAMPG Private Bank has offices in Madrid Barcelona Bilbao León Logroño Pamplona Santander Sevilla Valencia and Valladolid and a fund manager in Luxembourg",Privada Banca Aseesoria Financiera Manager of the financial gestation of private equity equity,0
56de9918f3e5bb7076000fb9,"To our history
Acacia is born from the need for a group of investors to manage their assets in the absence of an attractive property services in 1997 decide to create a firm whose objective is to take care of the assets of their investors as if it were their own constituting acacia investment as a companyWallet Manager in 2010 evolves to SGIIC to offer comprehensive patrimonial management

B Integral service two faces of the same currency

1 advice
We put our experts at your disposal and the latest tools to accompany you in making financial and patrimonial decision

2 investment
Supported by professionals with extensive training and experience in financial markets, a contrasted historical and a unique investment philosophy of Value we propose optimized solutions for your heritage Acacia Funds Investment International Funds Wallets Strategies

C Our essence 25 years taking care

1 Coinversion
It does not offer you greater guarantee and tranquility to know that your money is next to that of the professional partners and the entity that manages only what is good for us is good for our clients

2 solvency
With the strength of a company with 20 years of experience and with the ability of professionals with extensive experience in financial markets and certifications that support their certified acacia knowledge

3 closeness
Faced with the traditional model in which there are multiple intermediaries between the client and the market we have broken unnecessary links to bring the markets closer to our investors simplifying and optimizing the management of their assets we are a private bank without private bankers you will have by your side to specialists to specialists to specialists toInvestment managers",PRIMONIAL MANAGEMENT PRIVATE BANK FAMILY OFFICE ADD,0
55f007c9f3e5bb0cc6000764,"AB Electronic offers a wide range and we can offer the entire range of products and equipment and services involved in the SMD and THT component assembly process in electronic circuits to cover any type of need for our small customers and prototypes average lots andhigher production volumes

Our mission is to take care and loyalty to our clients by offering the best of us at every moment we always give priority to our clients by providing global solutions for SMD with the most advanced technology in all PCBS assembly processes guaranteeing their effectiveness in time to keep us asMarket leaders in technical service of the electronic industry in Spanish and Portuguese territory being unique and personalized with an response in a maximum period of 24 hours The majority of our existing clients recognize our effort and work as effective and productive

Our vision is to continue growing offering the most innovative and the highest quality of the highest quality by advancing to the competence

We will continue to invest in training to maintain the highest degree of preparation in the equipment that we supply as well as in the processes",SMD Pick Place IR and UV Horn Horn Reflow Selective Welding Welding Steam Phase Spi Aoi 3D Welding SMD Handling X -ray equipment Varnish equipment and dispensation Global solutions for SMD SMD equipment SMD equipment and thTPosts ESD Insertion of tht components and ODD Shape Inspect Equipment Optical Refic equipment,0
5a9ebdb8a6da98d9356e024d,"ABC Logistic Group is composed of four strongly implemented companies in the Peninsular North that offer different types of service within the scope of logistics and transportation
 Peninsular domestic transport with different types of towing
 International Road Transport FTL and LTL in T -trailer
 INTERMODAL TRANSPORTED Specialists in traffic to Ireland
 Logistics either at the client's facilities or on our multi -cloping platform currently 11000 m2
We have a highly qualified team of more than eighty people and work in more than ten European countries
We have canvas type platforms with antihurto cereal baths sides of up to 52 m3 multitemperatura refrigerators and cisterns being able to offer in all cases conventional transport or ADR",Transport by intermodality shorts Short Sea Shipping Logistics Platforms Transport of Dangerous Goods Banera Frigorific Ireland Roro,0
5e55e8c7858e2d000102b127,"Abrisa is a Spanish company that begins its design and manufacturing activity of irrigation systems in 1985

Our manufactured reach all markets and customers supplied by our distributors and importers

We have made an important effort to remain at the forefront of production and supply
For irrigation systems leading our company to develop its activity in more than 30 countries from three continents",drip irrigation Accessories for irrigation Evacuation Microaspersor Arqueta Pression Fitting Spirit,0
56d46a7df3e5bb3a630071e1,"Oils Albert is located in Valencia Spain since its foundation in 1959 we have managedWell reflected in our slogan the quality at your service comply with the strict standards of control ISO9001 ISO14001 and IFS contributes to the achievement of this

We are a company dedicated to bottled production and sale of all kinds of edible oils but we primarily focus on the wonderful world of olive oil especially of extra virgin olive oil

We are currently leaders in the Valencian Community and we are present in the largest distribution chains in Spain in these last 15 years we have exported to more than 30 countries around the world",ACEA by Oliva Virgen Extra,1
57c4f681a6da9869ef365dcd,"ACOM es una empresa española nacida en 1994 como resultado de la iniciativa y la experiencia adquirida a lo largo de los años en los cultivos tecnificados bajo plástico

Nuestro objetivo es conseguir la mayor rentabilidad de los cultivos mediante la mejora de las condiciones climáticas de los Invernaderos En colaboración con los constructores de invernaderos ofrecemos a los agricultores medios tecnológicos avanzados en cuanto al control climático de los invernaderos

        
ACOM is a Spanish company born in 1994 as a result of the initiative and the experience acquired over the years in technified crops under plastic 

Our goal is to achieve the highest profitability of the crops by improving the climatic conditions of the greenhouses In collaboration with the builders of greenhouses we offer to farmers advanced technological means regarding the climate control of greenhouses",Manual reducers Thermal meshes Refrigeration Fabrication and marketing greenhouse,0
54a1357b69702d317023f200,"Adams Training is a private training company born in 1957, our purpose isThey 40000 through our virtual campus
 
The areas of activity developed by ADAMS are custom training for companies Certified Professional Professional Professional Training for Employment Training to Public Administrations and Oppositions Areas that are taught through face -to -face classes online distance and books we also have an own editorial

We have headquarters in 9 Spanish cities Madrid Barcelona Girona Valencia Sevilla Zaragoza to Coruña Ourense and Santiago de Compostela and Mexico City all are equipped with the most appropriate didactic tools to ensure the quality of our courses, we also have a virtual campus adapted to the needstechnological and pedagogical formation that we impart
 
The professors' cloister is made up of graduates in the different subjects with extensive teaching and professional experience since many of them are university and professional professors officials in close contact with the world of business and public administration",Oppositions Scheduled for companies Professional cours,0
5a9ce4e6a6da98d94669f366,"ADI Consulting Experience AMP EFFECICY is the first operating consulting of Contact Centers specialized in improving the processes of planning and billing planning areas

We work for the operational and financial efficiency of any contact center regardless of its location and its specialty we are committed to our clients and their business vision always ensuring the quality of the service offered

We are a multidisciplinary team with an experience of more than 8 years in Onovodafone leading the operational and financial efficiency of the company's contact centers we have created our own business project to be able to take our know -Kow to any contact center

Creating efficient contact centers",Contact Centers Workforce Management Control Driving Process Consulting Operations Consultation BPO BPO Formation Financial Efficiency Billing Operational Efficiency,0
5c1dd4ce80f93e5d2779bf97,"ADOC is a company founded in 2017 and has personnel with more than 20 years of experience in the telecommunications sector

Our goal is to offer our customers to measure in their telecommunications born from the specific needs of our clients and developed and directly marketed by us without intermediaries in the value chain to become a technological provider of trust",Fixed Wireless Phones Wireless terminal,0
54a11ba569702d8ed4994c00,"ADR INFOR SL COMMERCIAL NAME ADR TRAINING It is a company dedicated to the training and development of computer systems in the training environment founded in 1998 develops its first telephone project in 2000 and since that year it has been developing training projects throughof the Internet for your customers using a Development and Design telephone platform

Our offer covers
              Hand key telephone projects
              Own platform telephone systems with Supervisor Administrator Author tools and a Virtual Classroom
              250 and courses catalog
              Professional Services Consulting Software Content Development Training and Support",ELARNING ELYSA LMS SOLUTIONS Online training projects for public and private organizations Editorial Scorm Educational Communities,0
556cf61873696412585f5e00,"AFRIX telecom is an infrastructure and licensed telecommunication operator 

AFRIX delivers Data MPLS SDN and advanced Managed solutions in Africa to Corporates International Carriers and Telecommunication Operators in Africa 
AFRIX Telecom holds licences in Spain Portugal USA South Africa Nigeria Ghana DRC Mali Burkina Faso Sierra Leone Niger and Cameroun 

AFRIX telecom has the most reliable and largest Metro Ethernet Pan African Network and offers a global coverage services in Africa Thanks to its more than 60 POPs in Africa Europe and America AFRIX provides reliable and resilient connectivity with countries connected by subsea and terrestrial cables 

AFRIX telecom infrastructure investments include the new Barcelona Cable Landing Station  a neutral digital port  which starts operations in April 2022 and aims at providing open access cable landing service to subsea cable operators for a neutral safe and secure landing in Barcelona 
Medusa Submarine Cable System is also owned by AFRIX the largest submarine cable in the Mediterranean


Contact us at marketingafrixcom
                                                                   Your Premium data Partner",west central africa data connectivity services ip transit ethernet over mpls vpls ftth submarine terrestrial dark fibre integrator ip vpn over mpls managed pop collocation service mpls network africa direct internet access cloud services sdn cloud,1
5ed35dfe86e41200010b3ff8,"Agroveyca is a company specialized in nutrition and plant health
Founded in 1992 to offer the farmer a comprehensive service capable of achieving the ultimate goal of increasing quality the productivity and profitability of its crops",AGRONARY AGRONARY SOLUTION Agrochimic plant nutrition Agricultural plant fertilizers Agrarian Cooperative Agricultural Crops Agricultural Entrepreneur Agricultural Production Forecard Exploitation AGRICULTURAL ADVICE AGRICULTURAL FITONITARIOS ENVIRONMENT,1
54a11eec69702d94a4928501,"Airlan SA begins their activity in 1989 with values ​​that were the basis of their project and that today continue to develop and being the pillars on which the future of a project shared in the design is built the manufacture and marketing of air conditioning equipment

Airlan SA is a business -based business project and committed to the result of the projects in which he participates

We develop our work based on a participatory management model through continuous improvement processes that help us have a collective vision of our work and our company

As a consequence of a constant investment policy in IDI and manufacturing technology we have the most complete product range of the market in equipment for centralized water facilities

We have delegations and a technical assistance network distributed throughout the State and agent exclusive throughout Europe

All this consolidates us as one of the leading companies in the air conditioning and air conditioning sector",manufacturer and distributor of air conditioners of energy efficiency consultants of air conditioning equipment,0
638089ce40a5320001e66874,"AISux Levante belongs to the Ageux Group Founded 30 years ago and with subsidiaries throughout the national territory

Our activity is based on the development of architectural environments in the field of natural light and isolation we develop advanced polycarbonate systems for the collection and transmission of natural light we contribute from the beginning of the projects all our knowledge of the subject so that theProjector has been born from design all the data related to temperatures light maps and acoustic of the future building

Aisux Levante has a wide range of products in areas Systems plates and polycarbonate sheets corrosive aerators and exuts offering the largest offer of solutions ranging from the most conventional to the most complex and unique for sectors such as agricultural industrial

We also develop and comply with environmental regulations as Environmental Dap Product Dap

Our curriculum covers from Zaragoza Girona Vigona Vigo Lleida Avis",Ventilated facades insulation Natural lighting Polycarbonate Exuts Bovedas Metacrylate Claraboyas Aeradores Modular Policarbonate Systems Lucenary,0
